Timestamp,CI,V_TRAIN (Km/h),NID_BG,M_MODE,DL Rxqual,UL Rxqual,D_LRBG,HO_state,CES,EStop
2025-10-08 11:08:42.793,018,295.0,1281,Full Supervision,,,1420.0,0,0,0
2025-10-08 11:08:43.049,018,,1281,,,,1420.0,0,0,0
2025-10-08 11:08:43.049,018,,1281,,,,1420.0,0,0,0
2025-10-08 11:08:43.049,018,295.0,1281,Full Supervision,,,1445.0,0,0,0
2025-10-08 11:08:43.055,018,,1281,,0.0,0.0,,0,0,0
2025-10-08 11:08:43.201,018,,1281,,,,1445.0,0,0,0
2025-10-08 11:08:43.201,018,,1281,,,,1445.0,0,0,0
2025-10-08 11:08:43.535,018,,1281,,0.0,0.0,,0,0,0
2025-10-08 11:08:43.713,018,,1281,,,,1445.0,0,0,0
2025-10-08 11:08:44.015,018,,1281,,0.0,0.0,,0,0,0
2025-10-08 11:08:44.073,018,,1281,,,,1445.0,0,0,0
2025-10-08 11:08:44.457,018,,1281,,,,1445.0,0,0,0
2025-10-08 11:08:44.481,018,,1281,,,,1445.0,0,0,0
2025-10-08 11:08:44.495,018,,1281,,0.0,0.0,,0,0,0
2025-10-08 11:08:44.975,018,,1281,,0.0,0.0,,0,0,0
2025-10-08 11:08:45.097,018,,1281,,,,1445.0,0,0,0
2025-10-08 11:08:45.097,018,295.0,1284,Full Supervision,,,60.0,0,0,0
2025-10-08 11:08:45.121,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:45.225,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:45.455,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:45.505,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:45.633,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:45.865,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:45.935,018,,1284,,1.0,0.0,,0,0,0
2025-10-08 11:08:46.017,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:46.145,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:46.249,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:46.401,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:46.415,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:46.761,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:46.785,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:46.895,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:47.145,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:47.169,018,,1284,,,,60.0,0,0,0
2025-10-08 11:08:47.273,018,295.0,1284,Full Supervision,,,232.0,0,0,0
2025-10-08 11:08:47.273,018,,1284,,,,232.0,0,0,0
2025-10-08 11:08:47.375,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:47.401,018,,1284,,,,232.0,0,0,0
2025-10-08 11:08:47.809,018,,1284,,,,232.0,0,0,0
2025-10-08 11:08:47.855,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:47.937,018,,1284,,,,232.0,0,0,0
2025-10-08 11:08:48.335,018,,1284,,1.0,0.0,,0,0,0
2025-10-08 11:08:48.681,018,,1284,,,,232.0,0,0,0
2025-10-08 11:08:48.815,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:49.295,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:49.775,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:49.985,018,,1284,,,,232.0,0,0,0
2025-10-08 11:08:50.255,018,,1284,,2.0,0.0,,0,0,0
2025-10-08 11:08:50.601,018,,1284,,,,232.0,0,0,0
2025-10-08 11:08:50.735,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:51.137,018,,1284,,,,232.0,0,0,0
2025-10-08 11:08:51.215,018,,1284,,1.0,0.0,,0,0,0
2025-10-08 11:08:51.695,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:52.175,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:52.265,018,,1284,,,,232.0,0,0,0
2025-10-08 11:08:52.393,018,295.0,1284,Full Supervision,,,648.0,0,0,0
2025-10-08 11:08:52.545,018,,1284,,,,648.0,0,0,0
2025-10-08 11:08:52.655,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:52.801,018,,1284,,,,648.0,0,0,0
2025-10-08 11:08:53.135,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:53.161,018,,1284,,,,648.0,0,0,0
2025-10-08 11:08:53.545,018,,1284,,,,648.0,0,0,0
2025-10-08 11:08:53.616,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:53.697,018,,1284,,,,648.0,0,0,0
2025-10-08 11:08:54.095,018,,1284,,0.0,0.0,,0,0,0
2025-10-08 11:08:54.575,018,,1284,,2.0,0.0,,0,0,0
2025-10-08 11:08:54.977,018,,1284,,,,648.0,0,0,0
2025-10-08 11:08:55.055,018,,1284,,3.0,0.0,,0,0,0
2025-10-08 11:08:55.535,018,,1284,,1.0,0.0,,0,0,0
2025-10-08 11:08:55.721,018,,1284,,,,648.0,0,0,0
2025-10-08 11:08:56.015,018,,1284,,3.0,0.0,,0,0,0
2025-10-08 11:08:56.129,018,,1284,,,,648.0,0,0,0
2025-10-08 11:08:56.495,018,,1284,,3.0,0.0,,0,0,0
2025-10-08 11:08:56.745,018,,1284,,,,648.0,0,0,0
2025-10-08 11:08:56.873,018,295.0,1294,Full Supervision,,,68.0,0,0,0
2025-10-08 11:08:56.975,018,,1294,,2.0,0.0,,0,0,0
2025-10-08 11:08:57.281,018,,1294,,,,68.0,0,0,0
2025-10-08 11:08:57.385,018,,1294,,,,68.0,0,0,0
2025-10-08 11:08:57.455,018,,1294,,2.0,0.0,,0,0,0
2025-10-08 11:08:57.513,018,295.0,1294,Full Supervision,,,118.0,0,0,0
2025-10-08 11:08:57.665,018,,1294,,,,118.0,0,0,0
2025-10-08 11:08:57.793,018,,1294,,,,118.0,0,0,0
2025-10-08 11:08:57.935,018,,1294,,0.0,0.0,,0,0,0
2025-10-08 11:08:58.025,018,,1294,,,,118.0,0,0,0
2025-10-08 11:08:58.281,018,,1294,,,,118.0,0,0,0
2025-10-08 11:08:58.415,018,,1294,,0.0,0.0,,0,0,0
2025-10-08 11:08:58.665,018,,1294,,,,118.0,0,0,0
2025-10-08 11:08:58.689,018,,1294,,,,118.0,0,0,0
