Timestamp,CI,V_TRAIN (Km/h),NID_BG,M_MODE,DL Rxqual,UL Rxqual,D_LRBG,HO_state,CES,EStop
2025-10-08 10:04:10.682,017,135.0,1296,Full Supervision,,,1519.0,0,0,0
2025-10-08 10:04:10.938,017,,1296,,,,1519.0,0,0,0
2025-10-08 10:04:10.938,017,,1296,,,,1519.0,0,0,0
2025-10-08 10:04:10.961,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:11.066,017,135.0,1296,Full Supervision,,,1530.0,0,0,0
2025-10-08 10:04:11.082,017,,1296,,,,1530.0,0,0,0
2025-10-08 10:04:11.210,017,,1296,,,,1530.0,0,0,0
2025-10-08 10:04:11.210,017,,1296,,,,1530.0,0,0,0
2025-10-08 10:04:11.441,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:11.594,017,,1296,,,,1530.0,0,0,0
2025-10-08 10:04:11.921,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:11.962,017,,1296,,,,1530.0,0,0,0
2025-10-08 10:04:11.962,017,135.0,1296,Full Supervision,,,1569.0,0,0,0
2025-10-08 10:04:12.346,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:12.401,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:12.490,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:12.746,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:12.874,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:12.881,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:13.361,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:13.386,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:13.626,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:13.770,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:13.841,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:14.138,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:14.154,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:14.282,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:14.282,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:14.321,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:14.522,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:14.538,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:14.801,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:14.922,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:15.034,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:15.281,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:15.418,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:15.418,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:15.562,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:15.761,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:15.818,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:16.241,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:16.698,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:16.721,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:17.082,017,,1296,,,,1569.0,0,0,0
2025-10-08 10:04:17.082,017,130.0,1296,Full Supervision,,,1758.0,0,0,0
2025-10-08 10:04:17.201,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:17.226,017,,1296,,,,1758.0,0,0,0
2025-10-08 10:04:17.482,017,,1296,,,,1758.0,0,0,0
2025-10-08 10:04:17.681,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:17.978,017,,1296,,,,1758.0,0,0,0
2025-10-08 10:04:18.161,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:18.362,017,,1296,,,,1758.0,0,0,0
2025-10-08 10:04:18.506,017,,1296,,,,1758.0,0,0,0
2025-10-08 10:04:18.641,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:19.121,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:19.601,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:19.786,017,,1296,,,,1758.0,0,0,0
2025-10-08 10:04:20.081,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:20.538,017,,1296,,,,1758.0,0,0,0
2025-10-08 10:04:20.562,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:21.041,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:21.194,017,,1296,,,,1758.0,0,0,0
2025-10-08 10:04:21.521,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:22.001,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:22.202,017,,1296,,,,1758.0,0,0,0
2025-10-08 10:04:22.202,017,125.0,1296,Full Supervision,,,1940.0,0,0,0
2025-10-08 10:04:22.346,017,,1296,,,,1940.0,0,0,0
2025-10-08 10:04:22.481,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:22.602,017,,1296,,,,1940.0,0,0,0
2025-10-08 10:04:22.961,017,,1296,,0.0,0.0,,0,0,0
2025-10-08 10:04:23.098,017,,1296,,,,1940.0,0,0,0
2025-10-08 10:04:23.354,017,,1296,,,,1940.0,0,0,0
2025-10-08 10:04:23.441,017,,1296,,0.0,0.0,,0,0,0
