Timestamp,CI,V_TRAIN (Km/h),NID_BG,M_MODE,DL Rxqual,UL Rxqual,D_LRBG,HO_state,CES,EStop
2025-10-01 17:58:58.963,037,305.0,1152,Full Supervision,,,85.0,0,0,0
2025-10-01 17:58:59.219,037,,1152,,,,85.0,0,0,0
2025-10-01 17:58:59.219,037,,1152,,,,85.0,0,0,0
2025-10-01 17:58:59.302,037,,1152,,2.0,0.0,,0,0,0
2025-10-01 17:58:59.347,037,305.0,1152,Full Supervision,,,111.0,0,0,0
2025-10-01 17:58:59.495,037,,1152,,,,111.0,0,0,0
2025-10-01 17:58:59.495,037,,1152,,,,111.0,0,0,0
2025-10-01 17:58:59.751,037,,1152,,,,111.0,0,0,0
2025-10-01 17:58:59.781,037,,1152,,2.0,0.0,,0,0,0
2025-10-01 17:59:00.243,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:00.262,037,,1152,,3.0,0.0,,0,0,0
2025-10-01 17:59:00.627,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:00.742,037,,1152,,3.0,0.0,,0,0,0
2025-10-01 17:59:01.031,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:01.221,037,,1152,,1.0,0.0,,0,0,0
2025-10-01 17:59:01.543,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:01.701,037,,1152,,2.0,0.0,,0,0,0
2025-10-01 17:59:01.779,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:02.055,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:02.181,037,,1152,,1.0,0.0,,0,0,0
2025-10-01 17:59:02.291,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:02.311,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:02.439,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:02.567,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:02.661,037,,1152,,3.0,0.0,,0,0,0
2025-10-01 17:59:02.675,037,,1152,,,,111.0,0,0,0
2025-10-01 17:59:02.675,037,305.0,1152,Full Supervision,,,404.0,0,0,0
2025-10-01 17:59:02.803,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:02.823,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:03.141,037,,1152,,2.0,0.0,,0,0,0
2025-10-01 17:59:03.187,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:03.207,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:03.591,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:03.621,037,,1152,,3.0,0.0,,0,0,0
2025-10-01 17:59:03.699,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:03.699,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:04.083,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:04.102,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:04.359,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:04.581,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:05.062,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:05.235,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:05.511,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:05.542,037,,1152,,2.0,0.0,,0,0,0
2025-10-01 17:59:06.022,037,,1152,,1.0,0.0,,0,0,0
2025-10-01 17:59:06.259,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:06.502,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:06.791,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:06.981,037,,1152,,2.0,0.0,,0,0,0
2025-10-01 17:59:07.461,037,,1152,,3.0,0.0,,0,0,0
2025-10-01 17:59:07.795,037,,1152,,,,404.0,0,0,0
2025-10-01 17:59:07.795,037,305.0,1152,Full Supervision,,,836.0,0,0,0
2025-10-01 17:59:07.941,037,,1152,,4.0,0.0,,0,0,0
2025-10-01 17:59:08.071,037,,1152,,,,836.0,0,0,0
2025-10-01 17:59:08.199,037,,1152,,,,836.0,0,0,0
2025-10-01 17:59:08.422,037,,1152,,2.0,0.0,,0,0,0
2025-10-01 17:59:08.691,037,,1152,,,,836.0,0,0,0
2025-10-01 17:59:08.902,037,,1152,,2.0,0.0,,0,0,0
2025-10-01 17:59:09.075,037,,1152,,,,836.0,0,0,0
2025-10-01 17:59:09.223,037,,1152,,,,836.0,0,0,0
2025-10-01 17:59:09.381,037,,1152,,3.0,0.0,,0,0,0
2025-10-01 17:59:09.861,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:10.341,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:10.503,037,,1152,,,,836.0,0,0,0
2025-10-01 17:59:10.822,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:11.251,037,,1152,,,,836.0,0,0,0
2025-10-01 17:59:11.302,037,,1152,,3.0,0.0,,0,0,0
2025-10-01 17:59:11.655,037,,1152,,,,836.0,0,0,0
2025-10-01 17:59:11.781,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:12.261,037,,1152,,0.0,1.0,,0,0,0
2025-10-01 17:59:12.742,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:12.915,037,,1152,,,,836.0,0,0,0
2025-10-01 17:59:12.915,037,305.0,1152,Full Supervision,,,1266.0,0,0,0
2025-10-01 17:59:13.063,037,,1152,,,,1266.0,0,0,0
2025-10-01 17:59:13.222,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:13.319,037,,1152,,,,1266.0,0,0,0
2025-10-01 17:59:13.683,037,,1152,,,,1266.0,0,0,0
2025-10-01 17:59:13.702,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:14.182,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:14.195,037,,1152,,,,1266.0,0,0,0
2025-10-01 17:59:14.215,037,,1152,,,,1266.0,0,0,0
2025-10-01 17:59:14.662,037,,1152,,0.0,2.0,,0,0,0
2025-10-01 17:59:15.141,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:15.495,037,,1152,,,,1266.0,0,0,0
2025-10-01 17:59:15.621,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:16.102,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:16.115,037,,1152,,,,1266.0,0,0,0
2025-10-01 17:59:16.519,037,,1152,,,,1266.0,0,0,0
2025-10-01 17:59:16.582,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:17.061,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:17.542,037,,1152,,2.0,0.0,,0,0,0
2025-10-01 17:59:17.907,037,,1152,,,,1266.0,0,0,0
2025-10-01 17:59:18.021,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:18.035,037,300.0,1152,Full Supervision,,,1694.0,0,0,0
2025-10-01 17:59:18.055,037,,1152,,,,1694.0,0,0,0
2025-10-01 17:59:18.439,037,,1152,,,,1694.0,0,0,0
2025-10-01 17:59:18.501,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:18.803,037,,1152,,,,1694.0,0,0,0
2025-10-01 17:59:18.982,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:19.207,037,,1152,,,,1694.0,0,0,0
2025-10-01 17:59:19.315,037,,1152,,,,1694.0,0,0,0
2025-10-01 17:59:19.461,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:19.942,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:20.421,037,,1152,,0.0,0.0,,0,0,0
2025-10-01 17:59:20.487,037,,1152,,,,1694.0,0,0,0
2025-10-01 17:59:20.851,037,,1152,,,,1694.0,0,0,0
2025-10-01 17:59:20.851,037,300.0,1176,Full Supervision,,,66.0,0,0,0
2025-10-01 17:59:20.901,037,,1176,,0.0,0.0,,0,0,0
2025-10-01 17:59:21.127,037,,1176,,,,66.0,0,0,0
2025-10-01 17:59:21.235,037,,1176,,,,66.0,0,0,0
2025-10-01 17:59:21.382,037,,1176,,0.0,1.0,,0,0,0
2025-10-01 17:59:21.619,037,,1176,,,,66.0,0,0,0
2025-10-01 17:59:21.619,037,300.0,1158,Full Supervision,,,62.0,0,0,0
2025-10-01 17:59:21.639,037,,1158,,,,62.0,0,0,0
2025-10-01 17:59:21.861,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:22.003,037,,1158,,,,62.0,0,0,0
2025-10-01 17:59:22.023,037,,1158,,,,62.0,0,0,0
2025-10-01 17:59:22.342,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:22.821,037,,1158,,1.0,0.0,,0,0,0
2025-10-01 17:59:22.899,037,,1158,,,,62.0,0,0,0
2025-10-01 17:59:23.027,037,,1158,,,,62.0,0,0,0
2025-10-01 17:59:23.047,037,,1158,,,,62.0,0,0,0
2025-10-01 17:59:23.155,037,300.0,1158,Full Supervision,,,188.0,0,0,0
2025-10-01 17:59:23.302,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:23.559,037,,1158,,,,188.0,0,0,0
2025-10-01 17:59:23.667,037,,1158,,,,188.0,0,0,0
2025-10-01 17:59:23.781,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:24.199,037,,1158,,,,188.0,0,0,0
2025-10-01 17:59:24.261,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:24.435,037,,1158,,,,188.0,0,0,0
2025-10-01 17:59:24.741,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:25.221,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:25.479,037,,1158,,,,188.0,0,0,0
2025-10-01 17:59:25.702,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:26.181,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:26.227,037,,1158,,,,188.0,0,0,0
2025-10-01 17:59:26.631,037,,1158,,,,188.0,0,0,0
2025-10-01 17:59:26.661,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:27.142,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:27.621,037,,1158,,0.0,0.0,,0,0,0
2025-10-01 17:59:28.039,037,,1158,,,,188.0,0,0,0
2025-10-01 17:59:28.101,037,,1158,,0.0,2.0,,0,0,0
