Timestamp,CI,V_TRAIN (Km/h),NID_BG,M_MODE,DL Rxqual,UL Rxqual,D_LRBG,HO_state,CES,EStop
2025-10-01 08:53:20.858,036,310.0,1152,Full Supervision,,,87.0,0,0,0
2025-10-01 08:53:20.919,036,,1152,,2.0,0.0,,0,0,0
2025-10-01 08:53:21.114,036,,1152,,,,87.0,0,0,0
2025-10-01 08:53:21.114,036,,1152,,,,87.0,0,0,0
2025-10-01 08:53:21.242,036,310.0,1152,Full Supervision,,,114.0,0,0,0
2025-10-01 08:53:21.386,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:21.399,036,,1152,,3.0,0.0,,0,0,0
2025-10-01 08:53:21.514,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:21.514,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:21.879,036,,1152,,3.0,0.0,,0,0,0
2025-10-01 08:53:22.138,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:22.359,036,,1152,,2.0,0.0,,0,0,0
2025-10-01 08:53:22.394,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:22.839,036,,1152,,1.0,0.0,,0,0,0
2025-10-01 08:53:22.922,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:23.306,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:23.319,036,,1152,,1.0,0.0,,0,0,0
2025-10-01 08:53:23.546,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:23.799,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:23.818,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:23.930,036,,1152,,,,114.0,0,0,0
2025-10-01 08:53:23.930,036,310.0,1152,Full Supervision,,,360.0,0,0,0
2025-10-01 08:53:23.946,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:24.058,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:24.279,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:24.330,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:24.458,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:24.458,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:24.570,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:24.759,036,,1152,,2.0,0.0,,0,0,0
2025-10-01 08:53:24.970,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:25.210,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:25.239,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:25.594,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:25.594,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:25.719,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:25.738,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:25.994,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:26.199,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:26.679,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:26.874,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:27.159,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:27.402,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:27.639,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:28.026,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:28.119,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:28.554,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:28.599,036,,1152,,1.0,0.0,,0,0,0
2025-10-01 08:53:29.050,036,,1152,,,,360.0,0,0,0
2025-10-01 08:53:29.050,036,310.0,1152,Full Supervision,,,800.0,0,0,0
2025-10-01 08:53:29.079,036,,1152,,3.0,0.0,,0,0,0
2025-10-01 08:53:29.450,036,,1152,,,,800.0,0,0,0
2025-10-01 08:53:29.559,036,,1152,,4.0,0.0,,0,0,0
2025-10-01 08:53:29.834,036,,1152,,,,800.0,0,0,0
2025-10-01 08:53:30.039,036,,1152,,2.0,0.0,,0,0,0
2025-10-01 08:53:30.330,036,,1152,,,,800.0,0,0,0
2025-10-01 08:53:30.458,036,,1152,,,,800.0,0,0,0
2025-10-01 08:53:30.519,036,,1152,,1.0,0.0,,0,0,0
2025-10-01 08:53:30.986,036,,1152,,,,800.0,0,0,0
2025-10-01 08:53:30.999,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:31.479,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:31.959,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:32.266,036,,1152,,,,800.0,0,0,0
2025-10-01 08:53:32.439,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:32.919,036,,1152,,1.0,0.0,,0,0,0
2025-10-01 08:53:33.018,036,,1152,,,,800.0,0,0,0
2025-10-01 08:53:33.399,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:33.418,036,,1152,,,,800.0,0,0,0
2025-10-01 08:53:33.879,036,,1152,,2.0,1.0,,0,0,0
2025-10-01 08:53:34.170,036,,1152,,,,800.0,0,0,0
2025-10-01 08:53:34.170,036,310.0,1152,Full Supervision,,,1240.0,0,0,0
2025-10-01 08:53:34.359,036,,1152,,0.0,2.0,,0,0,0
2025-10-01 08:53:34.442,036,,1152,,,,1240.0,0,0,0
2025-10-01 08:53:34.839,036,,1152,,0.0,3.0,,0,0,0
2025-10-01 08:53:34.954,036,,1152,,,,1240.0,0,0,0
2025-10-01 08:53:35.319,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:35.322,036,,1152,,,,1240.0,0,0,0
2025-10-01 08:53:35.578,036,,1152,,,,1240.0,0,0,0
2025-10-01 08:53:35.799,036,,1152,,0.0,3.0,,0,0,0
2025-10-01 08:53:36.106,036,,1152,,,,1240.0,0,0,0
2025-10-01 08:53:36.279,036,,1152,,0.0,1.0,,0,0,0
2025-10-01 08:53:36.759,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:37.239,036,,1152,,0.0,0.0,,0,0,0
2025-10-01 08:53:37.386,036,,1152,,,,1240.0,0,0,0
