Timestamp,CI,V_TRAIN (Km/h),NID_BG,M_MODE,DL Rxqual,UL Rxqual,D_LRBG,HO_state,CES,EStop
2025-10-08 07:02:46.313,057,115.0,1093,STM National,,,2243.0,0,0,0
2025-10-08 07:02:46.569,057,,1093,,,,2243.0,0,0,0
2025-10-08 07:02:46.569,057,,1093,,,,2243.0,0,0,0
2025-10-08 07:02:46.648,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:46.697,057,115.0,1093,STM National,,,2252.0,0,0,0
2025-10-08 07:02:46.845,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:46.845,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:47.128,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:47.229,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:47.593,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:47.608,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:48.088,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:48.105,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:48.381,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:48.568,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:48.893,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:49.001,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:49.048,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:49.277,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:49.528,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:49.641,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:49.661,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:50.008,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:50.025,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:50.045,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:50.153,057,,1093,,,,2252.0,0,0,0
2025-10-08 07:02:50.153,057,115.0,1093,STM National,,,2367.0,0,0,0
2025-10-08 07:02:50.488,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:50.685,057,,1093,,,,2367.0,0,0,0
2025-10-08 07:02:50.968,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:51.433,057,,1093,,,,2367.0,0,0,0
2025-10-08 07:02:51.448,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:51.837,057,,1093,,,,2367.0,0,0,0
2025-10-08 07:02:51.928,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:52.408,057,,1093,,0.0,0.0,,0,0,0
2025-10-08 07:02:52.585,057,,1093,,,,2367.0,0,0,0
2025-10-08 07:02:52.888,057,,1093,,0.0,0.0,,0,0,0
